song_name,link,lyrics
Jolly Beggarman,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=188,"there was a jolly beggarman came trippin' o're the plains
he came unto a farmer's door a lodgin' for to gain
the farmer's daughter she came doen and viewed him cheeck from chin
""father he's a handsome lad, i pray you take him in""
we'll go no more a rovin', a rovin' in the night
we'll go no more a rovin' lad, the moon it shines so bright
we'll go no more a rovin'
he would not lie within the barn nor yet within the byre
but he would in the corner lie down by the kitchen fire
and so the beggar's bed was made with good clean sheets and hay
and down beside kithen fire, the jolly beggar lay  
the farmer's daughter she came down to bolt the kitchen door
and there she saw the beggar standin' naked on the floor
he took the daughter in his arms and to the bed he ran
""kind sir"" she said, ""be easy now you'll waken our good man!""  
""and so you are no beggarman you are some gentleman.
for ye have stole me maidenhead and i am quite undone""
""i am no lord i am no squire, a beggar's heart you've won.
and beggars they be robbers all, so you are quite undone!""  
she took the bed in both her hands and threw it at the wall
said, ""go ye with the beggarman! me maidenhead and all!""  "
Jolly Butcher,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=189,"well it's of a jolly butcher
as you can plainly see
as he roved out one morning
in search of company
he went into a tavern and
a fair maid he did see
come for one night and be my wife
oh come along with me
he called liquor of the best
and made such fortune play
""come have a drink and you will think
that it is our wedding day""
won't you come along with me love
come along with me
come for one night and be my wife
oh come along with me
he called for a candle
to light their way to bed
and when he had her in his arms
these words to her he said
""a sovereign i will give to you
for to embrace you charms""
and all that night the fair young maid
lay in the butcher's arms  
early the next morning
the shorman went his way
and then unto that fair young maid
these words to her did say
""that sovereign that i gave to you
please do not think me strange
that sovereign that i gave to you
would you gives me back me change?""
about 12 months later
he roved out once more
and went into that tavern where he'd often been before
he wan't in there very long
when the fair maid he did see
and she broght forth a baby 3 months old
and placed it on his knee.
well when he saw the baby
he began to curse and swear
and said unto the fiar young maid
""why did you bring him here?""
""well heis your own kind sir""
she said.""please do not think me strange
that sovereign that ye gave to me
well i gives ye back yer change!""
often been before"
Jolly Rovin Tar,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=190,"ships may come and ships may go
as long as the sea does roll
each sailor lad just like his dad
he loves the blowin' foam
a trip on shore he does adore
with a girl who's nice and round
but when the money's gone
it's the same old song
get up jack jones! sit down!
come along, come along
ye jolly ray boys
there's lots of grog in the jar
we'll plow the briney ocean
with the jolly rovin' tar
jack he then, he climbs the stairs
to some old boarding house
they'll welcome him with rum and gin
and feed him on port stout
he will spend and he won't end
till he's lying drunk on the ground
but when the money's gone
it's the same old song
get up jack jones! sit down!
jack he then all bent he'll sail
on down for new foundland
all the ladies in placentia there
they love that sailor man
he'll go to shore all on a tear
and he'll buy some girl a gown
but when the money's gone
it's the same old song
get up jack jones! sit down!
when jack gets old and weatherbeat
too old to roam about
they'll let him stop in some rum shop
till eight bells calls him out
then he'll raise his eyes
up to the skys singin'
""boys, we're homeward bound!""
but when the money's gone
it's the same old song
get up jack jones! sit down!"
Jolly Tinker,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=191,"as i went down a shady lane at a door i chanced to knock (2 claps)
have you any pots or kettles with some rusty holes to block
well indeed i have don't you know i have
too me right fa loo me laddy well indeed i have
well the mrs. came out to the door and she did invite me in
said, ""you're welcome jolly tinker and i hope you've brought your tin.""
well indeed i did don't you know i did
too me right fa loo me laddy well indeed i did
well she led thru the kitchen and she led me down the hall
the servants cried, ""the divil! has he come to block us all?""
well indeed i have don't you know i have
too me right fa loo me laddy well indeed i have
well she led me up the stairs me lad to show me what to do
and she fell on the featherbed and i fell on it too
well indeed i did don't you know i did
too me right fa loo me laddy well indeed i did
well she then picked up the fryin' pan and she began to knock (2 claps)
to let the servants know that i was busy at me work
well indeed i was don't you know i was
too me right fa loo me laddy well indeed i was
she put her hand into her pocket and she took out twenty pound
""take this me jolly tinker and we'll have another round!""
well indeed we will, yes indeed we will
too me right fa loo me laddy well indeed we will
well i've been a jolly tinker for these forty years or more
ah but such a lovely job as that i've never done before
no indeed i haven't, no indeed i haven't
too me right fa loo me laddy well indeed i haven't"
Jug of punch,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=192,"as i was sittin' with my jug and spoon
one fine mornin' in the month of june
a birdie sang in an ivy bunch
and the song he sang was the jug o' punch
tooriloorilay, tooriloorily
tooriloorilay, tooriloorily
a birdie sat in an ivy bunch
and the song he sang was the jug o' punch
what more diversion can a man desire
than be sittin' down by a snug turf fire
a pretty maid  seated on the bench
and on the table a jug o' punch
tooriloorilay, tooriloorily
tooriloorilay, tooriloorily
a pretty maid seated on the bench
and on the table a jug o' punch
if i get drunk well the money's me own
and them don't like me they can leave be 'lone
i'll tune my fiddle and i'll rosin my bow
and i'll be welcome where e're i go
tooriloorilay, tooriloorily
tooriloorilay, tooriloorily
i'll tune my fiddle and i'll rosin my bow
and i'll be welcome where e're i go
and when i'm dead and laid in my grave
no costly tombstone will i crave
just bury me in  my native peat
with a jug o' punch at my head and feet
tooriloorilay, tooriloorily
tooriloorilay, tooriloorily
just bury me in my native peat
with a jug o' punch at my head and feet"
Kathleen Mavourneen,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=193,"kathleen mavourneen the gray dawn is breaking
the horn of the hunter is heard on the hill
the lark from her light wing the bright dew is shaking
kathleen mavourneen what slumbering still
oh hast thou forgotten how soon we must sever?
oh hast thou forgotten the day we must part?
it may be for years and it may be forever
the why art thou silent thou voice of my heart?
it may be for years and it may be forever
the why art thou silent kathleen mavourneen
kathleen mavourneen awake from thy slumbers
the blue mountains glow in the sun's golden light
ah! where is the spell that once hung on my numbers?
arise in thy beauty thou star of my night
mavourneen, mavourneen my sad tears are falling
to think that from erin and thee i must part
it may be for years and it may be forever
the why art thou silent kathleen mavourneen"
Katie Daily,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=425,": oh come down the mountain katie daily
come down the mountain katie do
oh can't you hear us calling katie daily
we want to drink your irish mountain dew
with her old man katie came from tipperary
in the pioneering year of '42
her old man he was shot in tombstone city
for the makin' of his irish mountain dew
wake up and pay attention katie daily
i am the judge that's going to sentence you
for all the boys in court have drunk your whiskey
&amp; to tell the truth dear kate i've drunk it too
and so to jail they took poor katie daily
but very soon the gates they opened wide
and angel came for poor old katie daily
and took her far across the great divide
before the golden gate there stood poor katie
st. peter said, 'good brewers there are few
so pass inside the golden gates dear katie
and start to brew your heavenly mountain dew
oh come down the mountain katie daily
come down the mountain katie do
she'll never more be comin' down that mountain
we never more will drink her mountain dew"
Kay's Retirement Song,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=194,"the time has come
to say goodbye
to one we love
to live your life
the days grow short
twilight welcomes you
your hands will toil
as you begin anew
the setting sun spreads
colors on the sky
the golden harvest waits
the fields are high
leaves of red and gold
ride on the wind
as for you a new life will begin
you made your mark
on those you know
with candied smiles
and eyes aglow
still angels smile
from high above
for those you touched
and those you love
congratulations kay demott!!!!!!"
Kelly from Killanne,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=195,"what's the news? what's the news? o my bold shelmalier,
with your long-barrelled gun from the sea?
say, what wind from the south blows his messenger here
with a hymn of the dawn for the free?
""goodly news, goodly news, do i bring, youth of forth,
goodly news do i bring, bargy man!
for the boys march at dawn from the south to the north
led by kelly, the boy from killanne!""
tell me who is the giant with the red curling hair,
he who rides at the head of the band?
seven feet is his height, with some inches to spare
and he looks like a king in command!
""oh, me boys, that's the pride of the bold shelmaliers,
the greatest of heroes, a man!
fling your beavers aloft and give three rousing cheers,
for john kelly, the boy from killanne!""
enniscorthy's in flames, and old wexford is won,
and the barrow tomorrow we cross.
on a hill o'er the town we have planted a gun
that will batter the gateways to ross!
all the forth men and bargy men march over the heath
with brave harvey to lead on the van;
but the foremost of all in that grim gap of death
will be kelly, the boy from killanne!
(slower)
but the gold sun of freedom grew darkened at ross
and it set by the slaney's red waves;
and poor wexford, stript naked, hung high on a cross
with her heart pierced by traitors and slaves!  (quicker and stronger now)
glory o! glory o! to her brave sons who died
for the cause of long-down-trodden man!
glory o! to mount leinster's own darling and pride:
dauntless kelly, the boy from killanne!"
Kerry Dance (the),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=196,"oh the days of the kerry dancing
oh the days of the piper's tune
oh for one of the hours of gladness
gone alas like our youth too soon
when the boys began to gather in the glen of a summer night
and the kerry pipers tuning made us long with wild delight
oh to think of it oh to dream of it
fills my heart with tears
oh the days of the kerry dancing
oh the days of the piper's tune
oh for one of the hours of gladness
gone alas like our youth too soon"
Kevin Barry,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=197,"in mountjoy jail one monday morning
high upon the gallows tree
kevin barry gave his young life
for the cause of liberty
but a lad of eighteen summers
yet no one can deny
as he walked to death that morning
he proudly held his head on high
just before he faced the hangman
in his dreary prison cell
british soldiers tortured barry
just because he would not tell
the names of his brave companions
and other things they wished to know
""turn informer or we'll kill you""
kevin barry answered, ""no""
calmly standing to attention
while he bade his last farewell
to his broken hearted mother
whose grief no one can tell
for the cause he proudly cherished
this sad parting had to be
then to death walked softly smiling
that old ireland might be free
another martyr for old ireland
another murder for the crown
whose brutal laws may kill the irish
but can't keep their spirit down
lads like barry are no cowards
from the foe they will not fly
lads like barry will free ireland
for her cause they'll live and die"
Kilkelly Ireland,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=198,"kilkelly, ireland, 18 and 60, my dear and loving son john
your good friend the schoolmaster pat mcnamara's so good
as to write these words down.
your brothers have all gone to find work in england,
the house is so empty and sad
the crop of potatoes is sorely infected,
a third to a half of them bad.
and your sister brigid and patrick o'donnell
are going to be married in june.
your mother says not to work on the railroad
and be sure to come on home soon.
kilkelly, ireland, 18 and 70, dear and loving son john
hello to your mrs and to your 4 children,
may they grow healthy and strong.
michael has got in a wee bit of trouble,
i guess that he never will learn.
because of the dampness there's no turf to speak of
and now we have nothing to burn.
and brigid is happy, you named a child for her
and now she's got six of her own.
you say you found work, but you don't say
what kind or when you will be coming home.
kilkelly, ireland, 18 and 80, dear michael and john, my sons
i'm sorry to give you the very sad news
that your dear old mother has gone.
we buried her down at the church in kilkelly,
your brothers and brigid were there.
you don't have to worry, she died very quickly,
remember her in your prayers.
and it's so good to hear that michael's returning,
with money he's sure to buy land
for the crop has been poor and the people
are selling at any price that they can.
kilkelly, ireland, 18 and 90, my dear and loving son john
i guess that i must be close on to eighty,
it's thirty years since you're gone.
because of all of the money you send me,
i'm still living out on my own.
michael has built himself a fine house
and brigid's daughters have grown.
thank you for sending your family picture,
they're lovely young women and men.
you say that you might even come for a visit,
what joy to see you again.
kilkelly, ireland, 18 and 92, my dear brother john
i'm sorry that i didn't write sooner to tell you that father passed on.
he was living with brigid, she says he was cheerful
and healthy right down to the end.
ah, you should have seen him play with
the grandchildren of pat mcnamara, your friend.
and we buried him alongside of mother,
down at the kilkelly churchyard.
he was a strong and a feisty old man,
considering his life was so hard.
and it's funny the way he kept talking about you,
he called for you in the end.
oh, why don't you think about coming to visit,
we'd all love to see you again."
Killarney,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=199,"by killarney's lakes and fells emerald isles and winding bays
mountain pass and woodland dells mem'ry ever fondly strays
bounteous nature loves all lands beuaty wnaders everywhere
footprint leaves on many strands but her home is surely there
angels fold their wings and rest in that eden of the west
beauty's home killarney ever fair killarney
innis fallen's ruined shrine may suggest a passing sigh
but man's faith can ne'er decline such god's wonders floating by
castle lough and glena bay mountains tore and eagle's nest
still a muckcross you must pray though the monks are now at rest
angels wonder not that man there would fain prolong life's span
beauty's home killarney ever fair killarney
noplace else can charm the eye with such bright and varied tints
ev'ry rock that you pass by verder 'boider or besprints
virgin there the green grass grows, ev'ry morn springs natal day
bright hued berries daft the snows smiling winter's frown away
angels often pausing there doubt if eden were more fair
beauty's home killarney ever fair killarney
music there for echo dwells make each sound a harmony
many voiced the  swells tillit faint in ecstacy
with the charmful tints below seems the heaven above to vie
all rich colours that we know tinge the cloud wreaths in that sky
wings of angels so might shine glancing back soft light devine
beauty's home killarney ever fair killarney"
Kiss Me I'm Shitfaced,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=526,"i play in a band we're the best in the land
we're big in both chelsea and france
i play one mean guitar and then score at the bar
there's a line of chicks waiting for their chance
so come on now honey, i'll make you feel pretty
these other gals mean nothing to me
let's finish these drinks and be gone for the night '
cause i'm more than a handfull you'll see
[:] so kiss me i'm shitfaced
i'm soaked i'm soiled and brown
in the trousers she kissed me
and i only bought her one round
i can bench press a car i'm an ex football star
with degrees from both harvard and yale
girls just can't keep up i'm a real love machine
i've had far better sex while in jail
i designed the sears tower
i make two grand an hour
i cook the world's best duck flambe
i'll take the pick of the litter
girls jockey for me
i don't need these lines to get laid
[]
i'm the man of the night
a real ladies delight
see, my figure was chiseled from stone
one more for the gal then i'll escort her home
come last call, i'm never alone
i own a house on the hill with a red water bed
it puts hugh hefner's mansion to shame
with girls by the pool and italian sports cars
i'm just here in this dump for the game
[ x2]
ahh, who am i shittin'? i'm a pitiful sight
and i ain't all that bright
i'm definitly not chiseled from stone
i'm a cheat and a liar no woman's desire
i'll probably die cold and alone
but just give me a chance
cause deep down inside
i swear i got a big heart of gold
i'm a monogamous man
no more one night stands
come on, honey let me take you home ()"
Lady of Knock,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=200,"there were people of all ages gathered 'round the gable wall
poor and humble men and women, little children that you called
we are gathered here before you, and our hearts are just the same
filled with joy at such a vision, as we praise your name
golden rose, queen of ireland, all my cares and troubles cease
as we kneel with love before you, lady of knock, my queen of peace
though your message was unspoken, still the truth in silence lies
as we gaze upon your vision, and the truth i try to find
here i stand with john the teacher, and with joseph at your side
and i see the lamb of god, on the altar glorified
golden rose, queen of ireland, all my cares and troubles cease
as we kneel with love before you, lady of knock, my queen of peace
and the lamb will conquer and the woman clothed in the sun
will shine her light on everyone
and the lamb will conquer and the woman clothed in the sun,
will shine her light on everyone"
Lagan Love,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=201,"where lagan stream sings lullaby
there blows a lily fair
the twilight gleam is in her eye
the night is on her hair
and like a love-sick lennan-shee
she has my heart in thrall
nor life i owe nor liberty
for love is lord of all
and often when the beetle's horn
hath lulled the eve to sleep
i steal unto her shieling lorn
and thru the dorring peep.
there on thy cricket's singing stone,
she spares the bogwood fire,
and hums in sad sweet undertone
the songs of heart's desire
her welcome, like her love for me,
is from her heart within.
her warm kiss is felicity
that knows no taint of sin.
and when i stir my soot to go,
'tis leaving love and light
to feel the wind of longing blow
from out the dark of night"
Lakes of Coolfin,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=202,"it was early one mornin' young willie rose
and off to his comrade's bed chamber did go
sayin, ""arise dearest comrades! let nobody know""
""it's a fine summer's mornin' and a bathin' we'll go!""
well willie plunged in and he swam to lay ground
'till he came to an island of soft marshy gound
crying, ""comrades dearest comrades, do not venture in!
for there's false and deep waters in the lakes of coolfin
well early next morning willie's sister arose
and onto her mother's bedchamber did go
sayin', ""i had a sad dream 'bout willie last night.
he was clad in a shroud, in a shroud of snow white""
well later that evening willie's mother stood there
she was ringing her fingers and tearing her hair
saying woe to the hour young willie plunged in
for there's false and deep waters in the lakes of coolfin
well i saw a fair maid standing fast by the shore
her face it was sad she was crying for sure
singing woe to the hour young willie plunged in
for there's false and deep waters in the lakes of coolfin"
Lakes of Ponchartrain,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=203,"8o'er railroad ties and crossings
i made my weary way,
through swamps and elevations
my tired feet did stray
until i resolved at sunset
some higher ground to win.
'twas there i met with a creole girl
by the lake of ponchartrain.
""good evening, fair maiden,
my money does me no good.
if it wan't for the allegators
i'd stay out in the wood.""
""you're welcome, welcome, stranger.
at home it is quite plain
for we never turn a stranger
from the lake of ponchartrain.""
she took me to her mother's home
and she treated me quite well;
her long black hair in ringlets
upon her shoulders fell.
i tried to paint her picture
but, alas, it was in vain
so handsome was that creole girl
by the lake of ponchartrain.
i asked her if she'd marry me
she said that ne'er could be;
she said she had a lover,
and he was on the sea,
she said she had a lover
it was true she would remain,
until he returned for the creole girl
by the lake of ponchartrain.
""adieu, adieu, fair maiden,
you ne'er shall see me more
and when you are thinking of the old times
and the cottage by the shore
and when i meet a sociable
with a glass of the foaming main
i'll drink good health to the creole girl
by the lake of ponchartrain."""
Lanigan's Ball,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=204,"in the town of athy one jeremy lanigan
battered away till he hadn't a pound
his father he died and made him a man again
left a farm with ten acres of ground
he gave a grand party for friends a relations
who did not forget him when come to the will
and if you'll but listen i'll make you're eyes glisten
of rows and ructions at lanigan's ball
six long months i spent in dub-i-lin
six long months doing nothin' at all
six long months i spent in dub-i-lin
learning to dance for lanigan's ball
i stepped out   i stepped in again
i stepped out   i stepped in again
i stepped out   i stepped in again
learning to dance for lanigan's ball
myself to be sure got free invitaions
for all the nice boys and girls i did ask
in less than 10 minutes the friends and relations
were dancing as merry as bee 'round a cask
there was lashing of punch and wine for the ladies
potatoes and cakes there was bacon a tay
there were the o'shaughnessys, murphys, walshes, o'gradys
courtin' the girls and dancing away
they were doing all kinds of nonsensical polkas
all 'round the room in a whirly gig
but julia and i soon banished their nonsense
and tipped them a twist of a real irish jig
oh how that girl got mad on me
and danced till you'd think the ceilings would fall
for i spent three weeks at brook's academy
learning to dance for lanigan's ball  
the boys were all merry the girls were all hearty
dancing away in couples and groups
till an accident happened young terrance mccarthy
put his right leg through miss finerty's hoops
the creature she fainted and cried 'melia murder'
cried for her brothers and gathered them all
carmody swore that he'd go no further
till he'd have satisfaction at lanigan's ball
in the midst of the row miss kerrigan fainted
her cheeks at the same time as red as a rose
some of the boys decreed she was painted
she took a wee drop too much i suppose
her sweetheart ned morgan all powerful and able
when he saw his fair colleen stretched out by the wall
he tore the left leg from under the table
and smashed all the dishes at lanigan's ball 
boy oh boys tis then there was ructions
myself got a kick from big phelam mchugh
but soon i replied to this kind introduction
and kicked up a terrible hullaballoo
old casey the piper was near being strangled
they squeezed up his pipes bellows chanters and all
the girls in their ribbons they all got entangled
and that put an end to lanigan's ball  "
Lark in the Morning (the),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=205,"the lark in the morning she rises off her nest
she goes home in the ev'ning with the dew all on her breast.
and like the jolly ploughboy, she whistles and she sings
she goes home in the ev'ning with the dew all on her wings.
roger the ploughboy, he is a dashing blade
he goes whistling and singing over yonder green glade
he met with pretty susan, she's handsome i declare
she is far more enticing than the birds all in the air.
one ev'ning coming home from the rakes of the town
the meadows they were green and the grass had been cut down
""if i should chance to tumble all in the new-mown hay
for it's kiss me now or never, love,"" this bonny lass did say.
when twenty long weeks they were over and were past
her mammy chanced to notice how she thickened 'round the waist.
""it was the handsome ploughboy,"" the maiden she did say
""for he caused me for to tumble all in the new-mown hay.""
here's health to young ploughboys wherever you may be
that likes to have a bonny lass a-sitting on his knee
with a jug of good strong porter, you'll whistle and you'll sing,
for a ploughboy is as happy as a prince or a king"
Last Farewell (The),https://www.irishsongs.com/lyrics.php?Action=view&Song_id=398,"there's a ship lies rigged and ready in the harbour
tomorrow for old england (ireland) she sails
far away from your land of endless sunshine
to my land full of rainy skies and gales
and i shall be aboard that ship tomorrow
though my heart is full of tears at this farewell
refrain:
for you are beautiful
and i have loved you dearly
more dearly than the spoken word can tell
(repeat)
i heard there's a wicked war a blazing
and the taste of war i know so very well
even now i see the foreign flag a raising
their guns on fire as we sail into hell
i have no fear of death; it brings no sorrow
but how bitter will be this last farewell
refrain:
though death and darkness gather all about me
and my ship be torn apart upon the seas
i shall smell again the fragrance of these islands
in the heaving waves that brought me once to thee
and should i return safe home again to england (ireland)
i shall watch the irish mist roll through the dell"
Last Rose of Summer,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=206,"'tis  the last rose of summer left blooming alone
all her lovely companions are faded and gone
no no flower of her kindred no rose bud is neigh
to reflect back her blushes or give sigh for sigh
i'll leave thee thou lone one to pine on the stem
since the lovely are sleeping go sleep now with them
thus kindly i scatter thy leaves o're the bed
where thy mates of the garden lie scentless and dead
so soon may i follow when friendships decay
and from love's shining circle the gems drop away
when tru hearts lie withered and fond one's are flown
oh who would inhabit this bleak world alone?"
Leaving of Liverpool,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=3,"farewell to you my own true love
i'm sailing far far away
i'm bound for california
but i know that i'll return some day
so fare thee well, my own true love
when i return united we will be
it's not the leaving of liverpool that grievs me
but my darling when i think of thee
farewell to prince's landing stage
river mersey, fare thee well
i am bound for california
a place i know right well
i'm bound off for california
by the way of stormy cape horn
and i'm bound to write you a letter, love
when i am homeward bound
i have signed on a yankee sailing ship
davy crockett i do tell
and the captian's name it is burgess
and they say she's a floating hell
i have shipped with burgess once before
and i think i know him well
if a man's a seaman, he can get along
if not, then he's sure in hell
farewell to lower frederick street
ensign terrace and park lane
for i think it will be a long, long time
before i see you again
oh the sun is on the harbor, love
and i wish i could remain
for i know it will be a long, long time
until i see you again"
LeBron's Gone,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=519," take your throne, take your ego
pack up all your cool trends
pack up your pre-game talcum powder
and your mothers boyfriends
take the hopes and the dreams
for the self you revealed
take the reverend's support
and game fives highlight reel
drew carey could teach you what its like to be loyal
but you would prefer to proclaim you are royal
your support for the yankees was public and strong
then the midgies appeared as a sign you were wrong
you see karma has ways, they are powerful forces
to take down the mighty when theyre high on their horses
one test that your character might be artificial
was an espn king james hour special
its all about winnin
but you turned and you ran
you proved it cant happen when you are the man
youll choke again in the playoffs
and see if they hail you
youll discover your fathead
is shrinking in value
st. vincent, st. mary, you let them both down
couldnt win on our court now predictions abound
but the whammys upon you and i pray it sticks
as you build a new dynasty
brick by brick
and lets not forget the czar david stern
who thinks that dan gilbert has money to burn
lebrons tv show it was tacky or worse
youre just sorry that you didnt think of it first
if nba network had landed this killin
you can bet gilberts fine would be half a million
a league built on stars thats what you stated
now sit back and enjoy the monster created"
Legends of the Long Trail,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=578,"these are the legends of the long trail
the long trail where genius people go
have a bowl of guinness stew
or perhaps a pint or two
the legends always make you feel at home
meet oke at the door
and you're clamoring for more
to meet the famous people as you stay
there's owen in the pub
who will serve you tasty grub
or perhaps a pint of guinness with your name  c
pub life begins real soon
bob opens up at noon
he'll serve coffee if you need to clear the fog
you'll find he never judges
or holds bartender's grudges
if your order needs to be ""hair of the dog""  c
anna runs around the room
your meal will be here soon
her specialty is service while she smiles
she'll help you quench your thirst
through an obstacle course
she won't finish till she's clocked in 15 miles  c
cooks and servers who are grand
hear singers and great bands
try to wrap this awesome place around your head
peeping leaves or schussing snow
a premier place to go
and breakfast if your arse is out of bed   c
people come from land and sea
for the hospitality
if you've never been than you deserve a lash
patty, murray, sons mcgrath
come here once and you'll come back
and discover murray's quality mustache"
Leyden Girls O,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=207,"i wrote this for margaret and helen leyden. the story is based on the truth.
back in olden times
when the irish had a passing
they'd empty out the parlor
and wake them in their home
they had a nice supply
of food and drinks there
for the tasting
and they'd open up the doors and the mourners they would come
oh those leyden girls were irish
they were daring they were risky
they'd put there saddest faces on
and wear black irish lace
they'd say a quick prayer for the corpse
and then drink irish whiskey
and they wouldn't know a soul
dead or living in the place
the first thing every morning they would check the local paper
looking for an irish name
amongst the fresh deceased
and when they'd see a murphy or o'toole
they'd plan their caper
and they'd mark their social calendar for a mortuary feast
the girls were most excited when
the paper came on thursday
they'd thank their lucky stars above
to see an irish name
with refrigeration what is was
they'd wake your man on friday
well a girl without a weekend date
well that's an awful shame  
when death would strike the upper crust
a shaker or a mover
they'd rent a horse and carriage
to take them to the door
the risk was oh so very great that they would be discovered
so they'd roll their veils
down o're their face
and drink whiskey through a straw 
the girls had such a social life
that they would never wed
this social life was guananteed
with the next fatality
they'd make sure the drinks
were cold and stiff in honor of the dead
and they'd tip the corpse a dollar
for his hospitality"
Like A Shepherd,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=208,tba
Lily the Pink,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=209,"now here's the story--a little bit gory
a little bit happy--a little bit sad--
lily the pink and her medicinal compound
and how it drove her to the bad.
ebenezer thought he was julius caesar
and so they put him in a home
and then they gave him medicinal compound
and now he's emperor of rome.
we'll drink a drink a drink
to lily the pink the pink the pink
the saviour of the human race
for she invented medicinal compound
most efficacious in every way.
ripley twinger, the opera singer,
would take a glass to save his straining neck
he rubbed his tonsils with medicinal compound
now is it him or memorex?
johnny hammer had a t-t-terrible stammer
he could hardly s-s-say a word
and so they g-g-gave him medicinal compound
now he's s-s-seen but never heard.   
uncle paul, he was very small, he
was the shortest man in town
he rubbed his body with medicinal compound
now he weighs only half a pound.
lily died and went up to heaven
all the church bells, they did ring.
she took with her medicinal compound;
hark the herald angels sing."
Limerick is Beautiful,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=210,"oh then limerick is beautiful as everybody knows
the river shannon full of fish beside that city flows
'tis not the river nor that fish that preys upon my mind
nor with the town of limerick i have any fualt to find
'tis not for limerick that i sigh though i love her in my soul
though times will change and friends will die and man will not control
no not fro friends long passed away or days forever flown
but that the maiden i adore is sad in garryowen
oh she i love is beautiful and world wide is her fame
she swells down by the rushing tide and erie is her name
and dearer than my very life her glances are to me
the light that guides my weary soul across the stormy sea
i loved her in my boyhood and now in manhood's noon
the vison of my life is still to dry thy tears aroon
i'd sing unto the tomb or dance beneath the gallows tree
to see her on the hills once more proud, passionate and free"
Limerick Rake,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=211,"i am a young fellow that's easy and bold,
in castletown conners i'm very well known;
in newcastle west i spent many a note
with kitty and molly and mary.
my parents rebuked me for being such a rake
and spending my time in such frolicsome ways,
but i ne've could forget the good nature of jane,
agus fagaimid siud mar ata se.
my parents, they reared me to shake and to sow,
to plough and to harrow, to reap and to mow;
but my heart was too airy to drop it so low,
i set out on a high speculation.
on paper and parchment they taught me to write
and in euclid and grammar they opened my eyes,
but in multiplication, in truth, i was bright,
agus fagaimid siud mar ata se.
to quarrel for riches i ne'er was inclined,
for the greatest of misers must leave them behind;
i'll purchase a cow that will never run dry
and i'll milk her by twisting her horn.
john damer of shronel had plenty of gold
and devonshire's treasure was twenty times more,
but he's laid on his back among nettles and stones,
agus fagaimid siud mar ata se.
if i chance for to go to the market at croom,
with a cock in my hat and my pipes in full tune,
i am welcome at once and brought up to a room
where bacchus is sporting with venus.
there's peggy and jane from the town of bruree,
and biddy from bruff and we all on the spree,
such a combing of locks as there was about me,
agus fagaimid siud mar ata se.
there's some say i'm foolish, there's more say i'm wise,
for love of the women i'm sure 'tis no crime;
for the son of king david had ten hundred wives
and his wisdom is highly recorded.
i'll till a good garden and live at my ease
and the women and children can partake of the same,
if there's war in the cabin, themselves are to blame,
agus fagaimid siud mar ata se.
and now for the future i mean to be wise,
and i'll send for the women that treated me kind;
and i'll marry them all on the morrow, by and by
if the clergy agree to the bargain.
and when i'm on my back and my soul is at peace
the women will crowd for to cry at my wake,
and their sons and their daughters will utter their prayers
to the lord for the sake of their father."
Limerick You're My Lady,https://www.irishsongs.com/lyrics.php?Action=view&Song_id=212,"limerick you're my lady
your shannon waters tears of joy that flows
the beauty that surrounds you
i think about you love where e're i go
while waking in the arms of distant waters
a new day finds me far away from home
and limerick you're my lady
the one true love that i have ever known
the days when you and i spent endless days of fun
in winter snows and summer's golden sun
we fished in silver streams, the fabric of my dreams
was fashioned by your lovliness
so now i have to say  
a gift that time has made to travelers on their way
seeking outthe beuaty of our land
a shrine where children play
the bells ring out to say
that's god that we're alive to see the freedom of each day "
